year,state_abbr,state_name,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
2011,,,311587816,1206031,14661,84175,,354772,752423,9052743,2185140,6151095,716508
2011,AK,Alaska,723860,4416,30,436,,576,3374,19094,2852,14854,1388
2011,AL,Alabama,4803689,20166,299,1370,,4906,13591,173192,51119,111411,10662
2011,AR,Arkansas,2938582,14173,160,1230,,2357,10426,110430,34016,70645,5769
2011,AZ,Arizona,6467315,26789,397,2499,,7145,16748,229896,54695,155400,19801
2011,CA,California,37683933,154943,1792,7665,,54291,91195,973822,230075,596905,146842
2011,CO,Colorado,5116302,16085,155,2285,,3299,10346,132781,25725,96054,11002
2011,CT,Connecticut,3586717,9889,129,689,,3689,5382,77205,15468,55067,6670
2011,DC,District of Columbia,619020,7433,108,173,,4094,3058,29654,3850,21347,4457
2011,DE,Delaware,908137,5144,48,307,,1558,3231,31163,7617,22001,1545
2011,FL,Florida,19082262,98198,984,5273,,25622,66319,671200,170171,461408,39621
2011,GA,Georgia,9812460,36762,549,2066,,12266,21881,357235,96014,231543,29678
2011,HI,Hawaii,1378129,3465,20,353,,994,2098,43874,8165,31240,4469
2011,IA,Iowa,3064097,7883,44,866,,824,6149,72043,17573,50472,3998
2011,ID,Idaho,1583744,3202,35,444,,188,2535,32875,6915,24629,1331
2011,IL,Illinois,12859752,54523,781,3030,,20217,30495,344468,77719,237362,29387
2011,IN,Indiana,6516353,21619,306,1758,,6977,12578,206016,50571,140630,14815
2011,KS,Kansas,2870386,10209,111,1122,,1448,7528,88655,18712,63259,6684
2011,KY,Kentucky,4366814,10465,151,1499,,3705,5110,119037,32750,79586,6701
2011,LA,Louisiana,4574766,25373,506,1262,,5235,18370,168529,46242,113174,9113
2011,MA,Massachusetts,6607003,28232,184,1654,,6768,19626,148829,36403,101644,10782
2011,MD,Maryland,5839572,28817,399,1200,,10342,16876,166846,35823,114951,16072
2011,ME,Maine,1328544,1638,26,394,,370,848,33829,7865,24886,1078
2011,MI,Michigan,9876801,43731,617,4344,,10263,28507,251329,69755,156666,24908
2011,MN,Minnesota,5347299,12323,75,2113,,3385,6750,136183,25681,102354,8148
2011,MO,Missouri,6008984,26888,366,1469,,6275,18778,199085,44875,138879,15331
2011,MS,Mississippi,2977457,8009,232,863,,2496,4418,89809,30722,54179,4908
2011,MT,Montana,997667,2755,29,366,,171,2189,23885,3347,19089,1449
2011,NC,North Carolina,9651103,33421,498,1959,,9448,21516,337806,105534,215453,16819
2011,ND,North Dakota,684740,1699,24,266,,91,1318,13334,2458,9891,985
2011,NE,Nebraska,1842234,4672,68,699,,993,2912,50894,8725,38060,4109
2011,NH,New Hampshire,1317807,2864,16,581,,509,1758,32756,6244,25398,1114
2011,NJ,New Jersey,8834773,27203,380,1006,,12209,13608,189719,43238,129066,17415
2011,NM,New Mexico,2078674,11904,158,856,,1720,9170,73549,21419,46730,5400
2011,NV,Nevada,2720028,15452,139,913,,4308,10092,70075,20342,40156,9577
2011,NY,New York,19501616,77463,769,2751,,28405,45538,371837,65227,287361,19249
2011,OH,Ohio,11541007,35218,500,3679,,15991,15048,380572,112901,246744,20927
2011,OK,Oklahoma,3784163,17311,212,1410,,3288,12401,127618,36462,80064,11092
2011,OR,Oregon,3868229,9643,84,1239,,2237,6083,121869,20704,92059,9106
2011,PA,Pennsylvania,12743948,46189,639,3339,,16165,26046,283442,57966,208604,16872
2011,RI,Rhode Island,1050646,2586,20,319,,744,1503,27976,6836,18765,2375
2011,SC,South Carolina,4673348,27894,320,1678,,4631,21265,183243,47351,122255,13637
2011,SD,South Dakota,823593,2105,20,503,,167,1415,15299,2927,11423,949
2011,TN,Tennessee,6399787,38895,380,2095,,8082,28338,230900,62830,153928,14142
2011,TX,Texas,25631778,104734,1130,7486,,28620,67498,892810,215755,613131,63924
2011,UT,Utah,2814347,5547,50,901,,1079,3517,84084,13170,64727,6187
2011,VA,Virginia,8104384,16014,304,1591,,5425,8694,182902,30656,142476,9770
2011,VT,Vermont,626592,925,11,146,,99,669,15086,3838,10720,528
2011,WA,Washington,6823267,20152,163,2320,,5627,12042,244209,56561,162828,24820
2011,WI,Wisconsin,5709843,14268,138,1190,,4600,8340,139912,27167,104472,8273
2011,WV,West Virginia,1854908,5497,87,372,,802,4236,39009,10245,26656,2108
2011,WY,Wyoming,567356,1245,18,146,,71,1010,12878,1864,10493,521
2012,,,313873685,1217057,14856,85141,,355051,762009,9001992,2109932,6168874,723186
2012,AK,Alaska,730307,4412,30,583,,630,3169,20037,2950,15565,1522
2012,AL,Alabama,4817528,21693,342,1296,,5020,15035,168878,47481,111523,9874
2012,AR,Arkansas,2949828,13851,174,1233,,2310,10134,109389,32673,70982,5734
2012,AZ,Arizona,6551149,28077,358,2282,,7383,18054,231701,52911,159808,18982
2012,CA,California,37999878,160944,1884,7837,,56521,94702,1049465,245767,635090,168608
2012,CO,Colorado,5189458,15951,152,2122,,3392,10285,139355,26163,101091,12101
2012,CT,Connecticut,3591765,10183,117,933,,3709,5424,77169,14787,55904,6478
2012,DC,District of Columbia,633427,7866,88,236,,4037,3505,30757,3519,23575,3663
2012,DE,Delaware,917053,5048,56,249,,1498,3245,30707,7389,21880,1438
2012,FL,Florida,19320749,94087,1009,5260,,23889,63929,632988,153563,442095,37330
2012,GA,Georgia,9915646,37675,583,2143,,12502,22447,339473,86992,223875,28606
2012,HI,Hawaii,1390090,3378,21,279,,1125,1953,43419,7653,31901,3865
2012,IA,Iowa,3075039,8167,49,901,,962,6255,70357,17201,49116,4040
2012,ID,Idaho,1595590,3348,30,495,,243,2580,31825,7240,23203,1382
2012,IL,Illinois,12868192,53556,770,3581,,19480,29725,332706,71100,235314,26292
2012,IN,Indiana,6537782,22544,307,1661,,6601,13975,197994,47689,136668,13637
2012,KS,Kansas,2885398,10292,85,1105,,1493,7609,91066,18874,65413,6779
2012,KY,Kentucky,4379730,9852,201,1312,,3547,4792,112800,29877,76199,6724
2012,LA,Louisiana,4602134,22839,489,1155,,5458,15737,162673,42037,112764,7872
2012,MA,Massachusetts,6645303,27047,121,1650,,6555,18721,143325,34635,99453,9237
2012,MD,Maryland,5884868,28086,373,1237,,10173,16303,162309,33803,113550,14956
2012,ME,Maine,1328501,1626,26,372,,420,808,33398,7476,24931,991
2012,MI,Michigan,9882519,44962,701,4635,,10423,29203,249249,65560,158609,25080
2012,MN,Minnesota,5379646,12419,99,1638,,3475,7207,138152,25378,104316,8458
2012,MO,Missouri,6024522,27189,390,1527,,5782,19490,199813,42510,140971,16332
2012,MS,Mississippi,2986450,7769,213,819,,2277,4460,83933,28084,51520,4329
2012,MT,Montana,1005494,2803,29,392,,202,2180,26102,3920,20484,1698
2012,NC,North Carolina,9748364,34464,479,1984,,9392,22609,328594,99323,213151,16120
2012,ND,North Dakota,701345,1723,25,279,,127,1292,14297,2429,10687,1181
2012,NE,Nebraska,1855350,4802,52,710,,1128,2912,51203,8745,38301,4157
2012,NH,New Hampshire,1321617,2841,15,486,,471,1869,32074,5988,25024,1062
2012,NJ,New Jersey,8867749,25727,388,1035,,11385,12919,181481,42338,122662,16481
2012,NM,New Mexico,2083540,11660,116,957,,1847,8740,75094,21384,48247,5463
2012,NV,Nevada,2754354,16763,124,931,,4918,10790,77510,22120,45372,10018
2012,NY,New York,19576125,79535,683,2837,,28633,47382,375268,64389,293562,17317
2012,OH,Ohio,11553031,34827,478,3813,,15396,15140,370435,105312,245372,19751
2012,OK,Oklahoma,3815780,18102,220,1622,,3248,13012,130969,36094,83131,11744
2012,OR,Oregon,3899801,9638,91,1159,,2419,5969,126417,22051,94114,10252
2012,PA,Pennsylvania,12764475,45384,707,3371,,15735,25571,276562,57040,204409,15113
2012,RI,Rhode Island,1050304,2657,26,292,,715,1614,27039,5929,18478,2632
2012,SC,South Carolina,4723417,26474,332,1712,,4511,19919,181049,45222,122340,13487
2012,SD,South Dakota,834047,2701,23,600,,157,1921,17326,3280,12973,1073
2012,TN,Tennessee,6454914,41213,400,2047,,8151,30615,217925,56231,148731,12963
2012,TX,Texas,26060796,106475,1148,7715,,30385,67227,876459,205002,606425,65032
2012,UT,Utah,2854871,5939,52,975,,1105,3807,86284,13095,67157,6032
2012,VA,Virginia,8186628,15676,322,1505,,4718,9131,178434,29651,139654,9129
2012,VT,Vermont,625953,891,8,131,,114,638,15653,4179,11014,460
2012,WA,Washington,6895318,20553,217,2250,,5801,12285,254377,61376,166338,26663
2012,WI,Wisconsin,5724554,16254,169,1228,,4692,10165,140780,27931,104619,8230
2012,WV,West Virginia,1856680,5943,70,415,,835,4623,44500,11466,30800,2234
2012,WY,Wyoming,576626,1161,14,154,,61,932,13222,2125,10513,584
2013,,,316497531,1168298,14319,82109,113695,345093,726777,8651892,1932139,6019465,700288
2013,AK,Alaska,737259,4709,34,657,925,623,3127,21211,2917,16599,1695
2013,AL,Alabama,4833996,20834,346,1449,2055,4645,13788,161835,42410,108862,10563
2013,AR,Arkansas,2958765,13705,158,1135,1490,2261,9796,106477,30369,70430,5678
2013,AZ,Arizona,6634997,27576,355,2344,3174,6656,17391,223294,48292,158036,16966
2013,CA,California,38431393,154739,1746,7464,10324,53640,89029,1018907,232058,621557,165292
2013,CO,Colorado,5272086,16099,174,2198,2963,3136,9826,139974,25075,102375,12524
2013,CT,Connecticut,3599341,9439,91,647,891,3551,4906,71274,12934,52099,6241
2013,DC,District of Columbia,649111,8415,103,297,395,4082,3835,31097,3316,24547,3234
2013,DE,Delaware,925240,4633,41,278,399,1233,2960,29001,6299,21347,1355
2013,FL,Florida,19600311,91993,972,4765,6767,23200,61054,607170,138915,433344,34911
2013,GA,Georgia,9994759,37519,563,2022,2891,12704,21361,339808,83459,229190,27159
2013,HI,Hawaii,1408987,3585,32,366,508,934,2111,45266,7777,32928,4561
2013,IA,Iowa,3092341,8443,41,873,1133,937,6332,67976,15918,47803,4255
2013,ID,Idaho,1612843,3471,29,516,674,220,2548,30230,6693,21999,1538
2013,IL,Illinois,12890552,51956,722,3895,5340,17733,28161,296048,59093,216059,20896
2013,IN,Indiana,6570713,23627,357,1623,2241,7114,13915,187472,42754,130534,14184
2013,KS,Kansas,2895801,9928,117,1003,1295,1339,7177,85704,17476,61557,6671
2013,KY,Kentucky,4399583,9280,172,951,1646,3247,4215,104448,26331,72048,6069
2013,LA,Louisiana,4629284,24127,494,1248,1763,5539,16331,165679,41214,115300,9165
2013,MA,Massachusetts,6708874,27264,138,1722,2303,6705,18118,137274,30716,97437,9121
2013,MD,Maryland,5938737,28235,384,1179,1679,10048,16124,157918,31950,112551,13417
2013,ME,Maine,1328702,1761,24,366,495,335,907,30454,6480,23063,911
2013,MI,Michigan,9898193,44757,625,4506,6785,10093,27254,230135,56256,149794,24085
2013,MN,Minnesota,5422060,12710,114,1453,2014,3674,6908,131193,22713,100514,7966
2013,MO,Missouri,6044917,26216,369,1679,2305,5486,18056,189655,38797,134514,16344
2013,MS,Mississippi,2992206,8303,217,726,1024,2413,4649,81548,24969,52192,4387
2013,MT,Montana,1014864,2924,23,382,467,217,2217,26195,4122,20192,1881
2013,NC,North Carolina,9848917,33587,463,1790,2524,9275,21325,305631,90182,201043,14406
2013,ND,North Dakota,723857,1979,16,288,355,161,1447,15356,2979,10942,1435
2013,NE,Nebraska,1868969,4949,56,621,847,1035,3011,49197,8945,35791,4461
2013,NH,New Hampshire,1322616,2952,21,522,778,645,1708,30409,5283,24188,938
2013,NJ,New Jersey,8911502,25748,404,861,1189,12084,12071,167634,35883,118005,13746
2013,NM,New Mexico,2086895,12990,123,1135,1565,1832,9470,78958,21828,51146,5984
2013,NV,Nevada,2791494,16888,163,1090,1482,5183,10060,79177,23047,46132,9998
2013,NY,New York,19695680,77563,644,2575,3548,27241,46130,358603,56444,286676,15483
2013,OH,Ohio,11572005,33722,478,3594,4391,14483,14370,338414,91090,227799,19525
2013,OK,Oklahoma,3853118,17187,198,1715,2314,3023,11652,126418,33512,81624,11282
2013,OR,Oregon,3928068,9536,82,1000,1464,2394,5596,125083,20808,94363,9912
2013,PA,Pennsylvania,12781296,42825,611,2728,3795,14739,23680,263176,52000,197410,13766
2013,RI,Rhode Island,1053354,2710,31,333,449,683,1547,25741,5621,17881,2239
2013,SC,South Carolina,4771929,24263,305,1739,2233,3965,17760,173261,40930,119730,12601
2013,SD,South Dakota,845510,2733,18,454,507,156,2052,16274,3383,11955,936
2013,TN,Tennessee,6497269,38063,335,1904,2500,7333,27895,207683,51334,144443,11906
2013,TX,Texas,26505637,108757,1140,7610,10456,31810,65351,862289,191062,605440,65787
2013,UT,Utah,2902787,6644,51,926,1522,1247,3824,88334,13727,67115,7492
2013,VA,Virginia,8270345,16355,320,1476,2350,4574,9111,171558,26717,136215,8626
2013,VT,Vermont,626855,775,10,113,136,75,554,13882,3352,10193,337
2013,WA,Washington,6973742,20223,167,2072,2604,5829,11623,259139,58487,172227,28425
2013,WI,Wisconsin,5742953,16118,163,1308,1836,4834,9285,125694,24358,93946,7390
2013,WV,West Virginia,1853595,5657,62,367,700,653,4242,39929,9908,28055,1966
2013,WY,Wyoming,583223,1212,17,144,204,74,917,12809,1956,10275,578
2014,,,318907401,1153022,14164,84864,118027,322905,731089,8209010,1713153,5809054,686803
2014,AK,Alaska,737046,4684,41,553,771,629,3243,20334,3150,15445,1739
2014,AL,Alabama,4846411,20727,276,1425,2005,4702,13744,154087,39723,104223,10141
2014,AR,Arkansas,2966835,14248,175,1291,1816,2037,10220,99452,24816,69001,5635
2014,AZ,Arizona,6728783,26422,311,2356,3272,6225,16614,213406,43412,152683,17311
2014,CA,California,38792291,153763,1700,8389,11578,48681,91804,947193,202669,592673,151851
2014,CO,Colorado,5355588,16487,150,2236,3089,3037,10211,135789,23502,99688,12599
2014,CT,Connecticut,3594762,8575,89,579,794,3172,4520,69326,12017,51195,6114
2014,DC,District of Columbia,659836,8199,105,349,472,3497,4125,34147,3466,26898,3783
2014,DE,Delaware,935968,4568,50,274,390,1271,2857,27915,5765,20885,1265
2014,FL,Florida,19905569,91345,982,5038,7132,21621,61610,583774,121379,426197,36198
2014,GA,Georgia,10097132,38955,607,2209,3147,12786,22415,339146,78029,233359,27758
2014,HI,Hawaii,1420257,3362,20,388,548,952,1842,46022,7470,33003,5549
2014,IA,Iowa,3109481,8484,60,829,1150,1047,6227,65100,14363,46594,4143
2014,ID,Idaho,1634806,3439,32,463,645,203,2559,30440,6466,22297,1677
2014,IL,Illinois,12882189,47775,690,3182,4329,15271,27485,269647,50759,201003,17885
2014,IN,Indiana,6597880,24105,333,1608,2197,6894,14681,174909,36909,124144,13856
2014,KS,Kansas,2902507,10235,92,1066,1483,1361,7299,80029,15921,57169,6939
2014,KY,Kentucky,4412617,9495,164,1098,1556,3343,4432,99909,23426,70108,6375
2014,LA,Louisiana,4648990,23983,476,981,1382,5725,16400,161192,38541,113251,9400
2014,MA,Massachusetts,6755124,26689,133,1625,2202,6077,18277,125481,24951,92226,8304
2014,MD,Maryland,5975346,26767,362,1144,1632,9565,15208,150390,28134,109140,13116
2014,ME,Maine,1330256,1698,21,346,484,304,889,26427,5035,20591,801
2014,MI,Michigan,9916306,42555,544,4500,6364,8037,27610,202692,44328,137142,21222
2014,MN,Minnesota,5457125,12505,88,1448,2001,3687,6729,125377,20773,96237,8367
2014,MO,Missouri,6063827,26882,404,1728,2403,5592,18483,176436,35293,124769,16374
2014,MS,Mississippi,2993443,8331,259,768,1082,2405,4585,86887,23898,58515,4474
2014,MT,Montana,1023252,3361,38,396,558,202,2563,25525,3639,19826,2060
2014,NC,North Carolina,9940387,32718,498,1738,2432,8411,21377,285498,79266,192609,13623
2014,ND,North Dakota,740040,2001,23,275,382,175,1421,15857,2751,11559,1547
2014,NE,Nebraska,1882980,5201,53,645,878,1044,3226,47526,7936,35063,4527
2014,NH,New Hampshire,1327996,2625,16,438,596,544,1469,26098,4191,21051,856
2014,NJ,New Jersey,8938844,23319,352,953,1280,10499,11188,154945,31707,111534,11704
2014,NM,New Mexico,2085567,12465,101,1070,1481,2086,8797,73877,18505,49082,6290
2014,NV,Nevada,2838281,18043,170,987,1357,5954,10562,74574,21924,42466,10184
2014,NY,New York,19748858,75972,616,4316,6025,24036,45295,339113,50738,272624,15751
2014,OH,Ohio,11596998,33130,464,3825,5228,12780,14658,322517,79466,224942,18109
2014,OK,Oklahoma,3879610,16052,180,1361,1862,3073,10937,117445,29963,76719,10763
2014,OR,Oregon,3971202,10294,84,1165,1620,2270,6320,123142,18690,94177,10275
2014,PA,Pennsylvania,12793767,40298,610,2785,3839,13545,22304,246982,45718,188211,13053
2014,RI,Rhode Island,1054907,2320,26,264,366,530,1398,22982,4830,16317,1835
2014,SC,South Carolina,4829160,24038,322,1522,2185,4018,17513,168281,37163,118173,12945
2014,SD,South Dakota,853304,2801,23,336,478,199,2101,16036,2817,12209,1010
2014,TN,Tennessee,6547779,39989,369,1870,2595,7268,29757,200911,46798,141464,12649
2014,TX,Texas,26979078,109711,1192,8400,11636,31021,65862,813515,168085,577018,68412
2014,UT,Utah,2944498,6464,66,1114,1547,1313,3538,85473,11656,66487,7330
2014,VA,Virginia,8328098,16522,350,1687,2416,4294,9462,161934,23210,131001,7723
2014,VT,Vermont,626767,643,10,85,117,72,444,9721,2092,7375,254
2014,WA,Washington,7063166,20185,178,1999,2780,5641,11586,261257,55381,175317,30559
2014,WI,Wisconsin,5759432,16763,159,1216,1677,5101,9826,120535,21375,89255,9905
2014,WV,West Virginia,1848751,5850,84,417,594,655,4517,38282,9368,26954,1960
2014,WY,Wyoming,584304,1142,16,127,174,53,899,11477,1689,9185,603
2015,,,320896618,1199310,15883,91261,126134,328109,764057,8024115,1587564,5723488,713063
2015,AK,Alaska,737709,5391,59,648,900,761,3671,20806,3511,15249,2046
2015,AL,Alabama,4853875,22957,348,1449,2037,4612,15960,144785,35265,99182,10338
2015,AR,Arkansas,2977853,15769,189,1425,2008,2117,11455,97391,22851,68720,5820
2015,AZ,Arizona,6817565,27968,306,2268,3109,6360,18193,207184,38010,152388,16786
2015,CA,California,38993940,166883,1861,9341,12811,52862,99349,1024914,197404,656517,170993
2015,CO,Colorado,5448819,17348,173,2422,3328,3315,10532,144044,23490,104532,16022
2015,CT,Connecticut,3584730,7938,116,585,798,2925,4099,65610,10286,48898,6426
2015,DC,District of Columbia,670377,8538,162,365,494,3746,4136,31444,2971,25208,3265
2015,DE,Delaware,944076,4760,62,257,361,1240,3097,25545,4797,19555,1193
2015,FL,Florida,20244914,93625,1041,5396,7552,21137,63895,570270,109268,420341,40661
2015,GA,Georgia,10199398,38891,622,2343,3257,12545,22467,316013,68149,220715,27149
2015,HI,Hawaii,1431603,4201,19,382,538,1085,1878,45389,6810,33140,5439
2015,IA,Iowa,3121997,8619,73,877,1205,1050,6291,64688,14977,45328,4383
2015,ID,Idaho,1652828,3593,32,508,703,191,2667,28912,6124,20916,1872
2015,IL,Illinois,12839047,49755,754,3602,4926,15056,29019,256962,46846,192424,17692
2015,IN,Indiana,6612768,25373,370,1757,2386,7081,15536,171878,34404,123940,13534
2015,KS,Kansas,2906721,11483,126,1226,1684,1823,7850,80059,15619,57435,7005
2015,KY,Kentucky,4424611,9887,219,1165,1644,3314,4710,97545,22526,67143,7876
2015,LA,Louisiana,4668960,25202,492,1246,1733,5561,17416,157708,35457,112520,9731
2015,MA,Massachusetts,6784240,26453,131,1538,2082,5266,18974,114547,21826,84676,8045
2015,MD,Maryland,5994983,28185,538,1209,1717,10111,15819,142547,26432,102701,13414
2015,ME,Maine,1329453,1726,23,337,461,311,931,24361,4694,18853,814
