year,state_abbr,state_name,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
2015,MI,Michigan,9917715,41712,585,4782,6710,7818,26599,191191,40375,132019,18797
2015,MN,Minnesota,5482435,13319,133,1679,2321,3771,7094,121984,19299,94704,7981
2015,MO,Missouri,6076204,30292,503,1858,2573,6383,20833,173788,34029,122749,17010
2015,MS,Mississippi,2989390,8190,253,851,1158,2312,4467,85785,25068,56446,4271
2015,MT,Montana,1032073,3647,38,405,572,210,2827,27276,3887,20966,2423
2015,NC,North Carolina,10035186,34734,517,1886,2591,8821,22805,275915,74760,187732,13423
2015,ND,North Dakota,756835,1949,21,285,391,159,1378,17716,3296,12686,1734
2015,NE,Nebraska,1893765,5167,62,648,885,994,3226,42597,6443,32148,4006
2015,NH,New Hampshire,1330111,2692,15,468,644,475,1558,23453,3482,19076,895
2015,NJ,New Jersey,8935421,22879,363,1019,1373,9729,11414,145701,27960,105963,11778
2015,NM,New Mexico,2080328,13672,117,1218,1663,2485,9407,77212,17084,51485,8643
2015,NV,Nevada,2883758,20118,178,1232,1688,6287,11965,77137,22360,43426,11351
2015,NY,New York,19747183,75126,613,4414,6141,23879,44493,317225,44117,257837,15271
2015,OH,Ohio,11605090,34373,522,3990,5441,12617,15793,303743,69994,216354,17395
2015,OK,Oklahoma,3907414,16746,240,1418,1953,3018,11535,114055,28783,74678,10594
2015,OR,Oregon,4024634,10680,110,1193,1650,2163,6757,119752,18541,90514,10697
2015,PA,Pennsylvania,12791904,40348,665,3105,4299,12965,22419,231941,39573,180236,12132
2015,RI,Rhode Island,1055607,2565,31,342,467,547,1520,20038,3938,14714,1386
2015,SC,South Carolina,4894834,24448,407,1717,2439,3950,17652,162830,34942,114778,13110
2015,SD,South Dakota,857919,3302,33,367,500,215,2554,16739,2969,12576,1194
2015,TN,Tennessee,6595056,40816,418,2032,2801,7499,30098,196047,43753,139259,13035
2015,TX,Texas,27429639,113193,1317,8941,12323,31924,67629,779234,153067,558653,67514
2015,UT,Utah,2990632,7138,57,1247,1704,1329,4048,89797,12606,68464,8727
2015,VA,Virginia,8367587,16705,390,1767,2499,4459,9357,157803,21542,128064,8197
2015,VT,Vermont,626088,747,10,104,150,105,482,9064,2034,6834,196
2015,WA,Washington,7160290,20505,218,2006,2778,5450,12059,249474,51114,171393,26967
2015,WI,Wisconsin,5767891,17549,240,1324,1805,5234,10270,114171,19602,83572,10997
2015,WV,West Virginia,1841053,6397,85,493,710,783,4819,38694,9467,26984,2243
2015,WY,Wyoming,586555,1300,16,124,171,59,1054,11151,1762,8797,592
2016,,,323405935,1285606,17413,96970,132414,332797,802982,7928530,1516405,5644835,767290
2016,AK,Alaska,741522,5966,52,754,1053,850,4011,24876,4053,17766,3057
2016,AL,Alabama,4860545,25878,407,1380,1915,4687,18869,143259,34045,97498,11716
2016,AR,Arkansas,2988231,16563,217,1600,2214,2125,12007,98092,23814,67091,7187
2016,AZ,Arizona,6908642,32542,389,2461,3304,7045,21804,207317,38216,150618,18483
2016,CA,California,39296476,174796,1930,10132,13702,54789,104375,1002070,188304,637010,176756
2016,CO,Colorado,5530105,19030,189,2680,3635,3525,11681,152146,23825,108680,19641
2016,CT,Connecticut,3587685,8169,79,580,791,2711,4588,64875,10107,47642,7126
2016,DC,District of Columbia,684336,8236,136,400,533,3500,4067,32377,2361,27089,2927
2016,DE,Delaware,952698,4859,58,224,311,1359,3131,26370,5028,19812,1530
2016,FL,Florida,20656589,88700,1111,5527,7598,20175,59816,553812,100325,410352,43135
2016,GA,Georgia,10313620,40268,682,2436,3381,12114,24091,307305,62715,218127,26463
2016,HI,Hawaii,1428683,3452,35,432,601,985,1831,42353,5983,30871,5499
2016,IA,Iowa,3130869,9170,73,941,1278,1150,6669,65888,15306,45580,5002
2016,ID,Idaho,1680026,3876,49,529,719,213,2895,29357,6318,20962,2077
2016,IL,Illinois,12835726,56054,1061,3713,5003,17829,32161,263256,48193,195196,19867
2016,IN,Indiana,6634007,26516,431,1813,2449,7291,16345,168460,33567,120454,14439
2016,KS,Kansas,2907731,11665,132,1193,1618,1757,8158,82293,14759,60119,7415
2016,KY,Kentucky,4436113,10452,265,1242,1748,3371,5068,97713,20932,66833,9948
2016,LA,Louisiana,4686157,26477,555,1329,1819,5575,18528,154511,34689,109492,10330
2016,MA,Massachusetts,6823721,25975,135,1601,2141,5365,18334,106430,19204,79155,8071
2016,MD,Maryland,6024752,29019,536,1317,1827,10815,15841,139716,24832,100995,13889
2016,ME,Maine,1330232,1649,20,301,413,268,948,21908,4001,17131,776
2016,MI,Michigan,9933445,45782,612,5217,7268,7123,30779,190249,39738,130249,20262
2016,MN,Minnesota,5525050,13365,101,1732,2349,3730,7185,117723,18582,90421,8720
2016,MO,Missouri,6091176,31720,538,1884,2557,6576,22049,170661,31716,120649,18296
2016,MS,Mississippi,2985415,8411,237,910,1282,2433,4459,82521,23489,54725,4307
2016,MT,Montana,1038656,3886,37,427,598,268,2983,28156,3966,21427,2763
2016,NC,North Carolina,10156689,37767,678,2086,2847,9336,24906,277765,72082,190377,15306
2016,ND,North Dakota,755548,1905,16,268,356,181,1352,17451,3248,12249,1954
2016,NE,Nebraska,1907603,5661,49,813,1108,946,3558,43197,6459,32009,4729
2016,NH,New Hampshire,1335015,2668,19,443,609,431,1609,20323,2989,16454,880
2016,NJ,New Jersey,8978416,21861,378,1088,1454,8940,11089,138012,25229,101459,11324
2016,NM,New Mexico,2085432,14585,139,1117,1527,2737,10182,81930,17280,52907,11743
2016,NV,Nevada,2939254,19924,228,1284,1729,6338,11629,75922,18816,43949,13157
2016,NY,New York,19836286,74315,629,4584,6281,22310,45095,305224,39850,250990,14384
2016,OH,Ohio,11622554,35759,683,4255,5754,12574,16748,300945,67081,214102,19762
2016,OK,Oklahoma,3921207,17855,247,1543,2100,3174,12334,118010,29376,76358,12276
2016,OR,Oregon,4085989,10983,116,1306,1784,2307,6776,121716,16919,91507,13290
2016,PA,Pennsylvania,12787085,40389,674,3250,4459,12314,22942,222394,35178,174147,13069
2016,RI,Rhode Island,1057566,2529,29,330,445,541,1514,18910,3650,14157,1103
2016,SC,South Carolina,4959822,25137,358,1786,2491,4071,18217,161534,33149,114455,13930
2016,SD,South Dakota,861542,3636,28,386,526,274,2808,17207,3002,12705,1500
2016,TN,Tennessee,6649404,42459,495,2056,2803,7829,31332,191199,40607,135353,15239
2016,TX,Texas,27904862,121064,1478,9905,13446,33298,72842,769892,148796,552106,68990
2016,UT,Utah,3044321,7406,74,1146,1560,1528,4244,90561,12938,68261,9362
2016,VA,Virginia,8414380,18495,482,2032,2830,4826,10357,157292,20159,127285,9848
2016,VT,Vermont,623354,851,14,120,170,78,589,9705,1884,7637,184
2016,WA,Washington,7280934,22101,195,2302,3133,5649,13124,254994,49249,173423,32322
2016,WI,Wisconsin,5772917,17716,232,1475,2005,4707,10772,111911,19498,82455,9958
2016,WV,West Virginia,1828637,6633,85,488,684,720,5144,37282,9127,25657,2498
2016,WY,Wyoming,584910,1431,20,152,206,59,1146,11460,1771,8889,800
2017,AK,Alaska,739786,6338,62,,1074,952,4250,26203,4167,17782,4254
2017,AL,Alabama,4875120,25469,419,,2001,4233,18816,143774,31270,99707,12797
2017,AR,Arkansas,3002997,16996,249,,2140,1998,12609,94419,22369,64795,7255
2017,AZ,Arizona,7048876,35647,422,,3622,7440,24163,204999,37722,148251,19026
2017,CA,California,39399349,178597,1830,,14724,56625,105418,987063,176679,642019,168365
2017,CO,Colorado,5615902,20901,222,,4021,3868,12790,152032,22618,107470,21944
2017,CT,Connecticut,3573880,8190,105,,850,2813,4422,63646,8906,47418,7322
2017,DC,District of Columbia,695691,6976,116,,444,2625,3791,29736,1809,25340,2587
2017,DE,Delaware,957078,4377,51,,351,1082,2893,23430,3960,18108,1362
2017,FL,Florida,20976812,85606,1057,,7936,18597,58016,527125,88835,395375,42915
2017,GA,Georgia,10413055,37118,681,,2646,9844,23947,297651,55363,216252,26036
2017,HI,Hawaii,1424203,3577,39,,567,1077,1894,40392,5549,29574,5269
2017,IA,Iowa,3143637,9038,98,,1305,1269,6366,65652,14711,45441,5500
2017,ID,Idaho,1718904,4111,42,,755,222,3092,28557,5837,20570,2150
2017,IL,Illinois,12786196,55777,983,,5424,17731,31639,255108,43355,190860,20893
2017,IN,Indiana,6660082,26307,413,,2612,7035,16247,158932,29799,114395,14738
2017,KS,Kansas,2910689,11654,134,,1504,1633,8383,79387,13102,58891,7394
2017,KY,Kentucky,4453874,10292,265,,1817,2967,5243,95899,20535,65006,10358
2017,LA,Louisiana,4670818,25986,576,,1850,5385,18175,157272,34135,112042,11095
2017,MA,Massachusetts,6863246,24318,172,,2199,4874,17073,97977,16916,73573,7488
2017,MD,Maryland,6024891,30321,558,,1712,11189,16862,134705,23526,97657,13522
2017,ME,Maine,1335063,1610,23,,470,249,868,20142,3337,16012,793
2017,MI,Michigan,9976447,44883,569,,7110,6508,30696,179839,35833,124410,19596
2017,MN,Minnesota,5568155,13345,114,,2405,3627,7199,122430,18828,93602,10000
2017,MO,Missouri,6108612,32450,599,,2737,6362,22752,173380,30086,123356,19938
2017,MS,Mississippi,2989663,7661,190,,658,2492,4321,82764,22449,55968,4347
2017,MT,Montana,1053090,3937,41,,639,234,3023,27294,3623,21073,2598
2017,NC,North Carolina,10270800,38043,622,,1944,9884,25593,265483,65247,184119,16117
2017,ND,North Dakota,755176,2133,10,,406,183,1534,16653,2947,11944,1762
2017,NE,Nebraska,1917575,5979,42,,1191,1020,3726,43856,6513,32064,5279
2017,NH,New Hampshire,1349767,2642,13,,619,441,1569,18550,2554,15087,909
2017,NJ,New Jersey,8888543,20604,324,,1505,7895,10880,140086,23891,104025,12170
2017,NM,New Mexico,2093395,16300,144,,1244,3732,11180,81865,17872,52284,11709
2017,NV,Nevada,2972405,16663,266,,1896,4841,9660,78320,20049,45459,12812
2017,NY,New York,19590719,70746,550,,6297,20122,43777,293390,34928,245093,13369
2017,OH,Ohio,11664129,34621,741,,5833,11224,16823,280557,57521,202320,20716
2017,OK,Oklahoma,3932640,17989,243,,2220,3007,12519,113611,28749,72546,12316
2017,OR,Oregon,4146592,11629,105,,1992,2474,7058,122524,17415,88091,17018
2017,PA,Pennsylvania,12790447,40030,742,,4216,11777,23295,210316,31925,165434,12957
2017,RI,Rhode Island,1056486,2474,21,,454,474,1525,18585,3219,13882,1484
2017,SC,South Carolina,5021219,25412,380,,2576,3884,18572,160368,31165,114931,14272
2017,SD,South Dakota,873286,3753,27,,575,264,2887,16588,2835,12285,1468
2017,TN,Tennessee,6708794,43940,538,,3028,7867,32507,198028,38819,140636,18573
2017,TX,Texas,28322717,123984,1405,,14536,32120,75923,723143,133458,521767,67918
2017,UT,Utah,3103118,7515,74,,1758,1498,4185,86201,11780,64955,9466
2017,VA,Virginia,8465207,17811,470,,3026,4331,9984,152515,18524,123812,10179
2017,VT,Vermont,624525,1082,17,,254,100,711,9339,1945,7169,225
2017,WA,Washington,7425432,22483,226,,3300,5386,13571,235206,43687,162154,29365
2017,WI,Wisconsin,5792051,18638,192,,2177,4370,11899,104908,17570,77868,9470
2017,WV,West Virginia,1817048,6564,98,,793,673,5000,32560,7557,21917,3086
2017,WY,Wyoming,578934,1358,14,,253,98,993,10528,1556,8211,761
2017,,,325147121,1283875,17294,,135666,320596,810319,7682988,1397045,5513000,772943
2018,AK,Alaska,735139,6555,47,,1212,896,4400,24345,3985,16364,3996
2018,AL,Alabama,4887681,25567,383,,2032,4047,19105,138702,29101,96328,13273
2018,AR,Arkansas,3009733,16904,222,,2341,1593,12748,89177,19520,62350,7307
2018,AZ,Arizona,7158024,34053,383,,3605,6509,23556,192730,31787,141789,19154
2018,CA,California,39461588,176604,1739,,15506,54328,105031,941644,164645,621779,155220
2018,CO,Colorado,5691287,22851,215,,4328,3781,14527,154292,21757,110518,22017
2018,CT,Connecticut,3571520,7485,86,,873,2205,4321,59356,7983,44181,7192
2018,DC,District of Columbia,701547,6995,160,,450,2415,3970,30726,1788,26345,2593
2018,DE,Delaware,965479,4079,46,,334,861,2838,22405,3154,17780,1471
2018,FL,Florida,21244317,81980,1107,,8438,16884,55551,486017,71933,372919,41165
2018,GA,Georgia,10511131,35619,647,,2798,8499,23675,277803,46816,205631,25356
2018,HI,Hawaii,1420593,3622,40,,709,951,1922,41027,5709,29600,5718
2018,IA,Iowa,3148618,8303,70,,1126,989,6118,57024,12433,39498,5093
2018,ID,Idaho,1750536,4196,34,,927,195,3040,25822,4990,18876,1956
2018,IL,Illinois,12723071,52343,902,,6106,14251,31084,246679,39317,187517,19845
2018,IN,Indiana,6695497,25009,418,,2486,5737,16368,146948,25894,105861,15193
2018,KS,Kansas,2911359,12861,122,,1664,1420,9655,77449,12792,56726,7931
2018,KY,Kentucky,4461153,9719,250,,1875,2469,5125,89235,17462,61313,10460
2018,LA,Louisiana,4659690,25314,533,,2105,4600,18076,152996,31291,110066,11639
2018,MA,Massachusetts,6882635,23424,138,,2465,4084,16737,87658,14095,66968,6595
2018,MD,Maryland,6035802,28330,491,,1991,9716,16132,122945,18910,91887,12148
2018,ME,Maine,1339057,1500,23,,447,228,802,18201,2712,14712,777
2018,MI,Michigan,9984072,45176,555,,7901,5638,31082,166186,31834,116876,17476
2018,MN,Minnesota,5606249,12403,107,,2475,2946,6875,112186,16206,85849,10131
2018,MO,Missouri,6121623,30696,599,,2935,5206,21956,162698,27345,115506,19847
2018,MS,Mississippi,2981020,7929,214,,596,1700,5419,71701,20355,46201,5145
2018,MT,Montana,1060665,4040,37,,569,270,3164,26787,3329,20641,2817
2018,NC,North Carolina,10381615,36980,574,,2633,7573,26200,243323,57450,169376,16497
2018,ND,North Dakota,758080,2154,18,,409,158,1569,15621,2742,11088,1791
2018,NE,Nebraska,1925614,5583,44,,1290,736,3513,40193,5308,29987,4898
2018,NH,New Hampshire,1353465,2404,21,,578,342,1463,17201,1908,14396,897
2018,NJ,New Jersey,8886025,18536,285,,1424,6364,10463,125155,19232,94886,11037
2018,NM,New Mexico,2092741,17637,153,,1302,2646,13536,70722,16102,44592,10028
2018,NV,Nevada,3027341,16715,202,,2329,3862,10322,73998,17741,44341,11916
2018,NY,New York,19530351,68512,562,,6577,18191,43182,281543,31158,237243,13142
2018,OH,Ohio,11676341,34426,596,,5852,9608,18370,257848,49456,188433,19959
2018,OK,Oklahoma,3940235,18701,215,,2431,2805,13250,114395,27178,73799,13418
2018,OR,Oregon,4181886,12146,86,,2114,2515,7431,122401,16515,89191,16695
2018,PA,Pennsylvania,12800922,39099,784,,4490,9854,23971,190633,27054,150441,13138
2018,RI,Rhode Island,1058287,2326,16,,494,453,1363,17625,2817,13270,1538
2018,SC,South Carolina,5084156,25463,411,,2650,3592,18810,156330,29957,111427,14946
2018,SD,South Dakota,878698,3483,12,,617,222,2632,15191,2502,11237,1452
2018,TN,Tennessee,6771631,42687,508,,3011,7222,31946,192897,33538,138710,20649
2018,TX,Texas,28628666,118197,1327,,15098,28339,73433,681143,117897,493238,70008
2018,UT,Utah,3153550,7551,63,,1854,1237,4397,76294,10079,58406,7809
2018,VA,Virginia,8501286,17357,417,,3072,3610,10258,142931,15659,116496,10776
2018,VT,Vermont,624358,1155,11,,326,73,745,8211,1496,6451,264
2018,WA,Washington,7523869,23719,236,,3610,5557,14316,223256,40434,154941,27881
2018,WI,Wisconsin,5807406,17365,175,,2333,3493,11364,91238,14180,68380,8678
2018,WV,West Virginia,1804291,5411,76,,716,333,4286,27888,5916,19783,2189
2018,WY,Wyoming,577601,1235,14,,261,75,885,10308,1551,7974,783
2018,,,326687501,1252399,16374,,143765,281278,810982,7219084,1235013,5232167,751904
2019,AK,Alaska,731545,6343,69,,1088,826,4360,21294,3563,15114,2617
2019,AL,Alabama,4903185,25046,358,,2068,3941,18679,131133,26079,92477,12577
2019,AR,Arkansas,3017804,17643,242,,2331,1557,13513,86250,18095,60735,7420
2019,AZ,Arizona,7278717,33141,365,,3662,6410,22704,177638,28699,130788,18151
2019,CA,California,39512223,174331,1690,,14799,52301,105541,921114,152555,626802,141757
2019,CO,Colorado,5758736,21938,218,,3872,3663,14185,149189,20064,107012,22113
2019,CT,Connecticut,3565287,6546,104,,771,1929,3742,50862,6441,38457,5964
2019,DC,District of Columbia,705749,7403,166,,345,2713,4179,30821,1843,26645,2333
2019,DE,Delaware,973764,4115,48,,310,790,2967,21931,2968,17359,1604
2019,FL,Florida,21477737,81270,1122,,8456,16217,55475,460846,63396,358402,39048
2019,GA,Georgia,10617423,36170,654,,2922,7961,24633,252249,39506,188967,23776
2019,HI,Hawaii,1415872,4042,48,,765,1131,2098,40228,5340,29634,5254
2019,IA,Iowa,3155070,8410,60,,1164,863,6323,54699,11710,37847,5142
2019,ID,Idaho,1787065,4000,35,,809,155,3001,21793,3927,16295,1571
2019,IL,Illinois,12671821,51561,832,,6078,12464,32187,233984,34433,180776,18775
2019,IN,Indiana,6732219,24966,377,,2475,5331,16783,132694,21795,97176,13723
2019,KS,Kansas,2913314,11968,105,,1416,1293,9154,67428,9984,50165,7279
2019,KY,Kentucky,4467673,9701,221,,1572,2161,5747,84769,15443,59130,10196
2019,LA,Louisiana,4648794,25537,544,,2273,4025,18695,146993,26918,109359,10716
2019,MA,Massachusetts,6892503,22578,152,,2204,3613,16609,81317,12341,62844,6132
2019,MD,Maryland,6045680,27456,542,,1913,9203,15798,117901,16862,89780,11259
2019,ME,Maine,1344212,1548,20,,516,188,824,16743,2350,13667,726
2019,MI,Michigan,9986857,43686,556,,7235,5350,30545,158296,28572,111980,17744
2019,MN,Minnesota,5639632,13332,117,,2448,3149,7618,117236,15927,90092,11217
2019,MO,Missouri,6137428,30380,568,,2917,4959,21936,161946,26414,114460,21072
2019,MS,Mississippi,2976149,8272,332,,747,1700,5493,70707,18660,46300,5747
2019,MT,Montana,1068778,4328,27,,624,205,3472,23440,2887,18176,2377
2019,NC,North Carolina,10488084,38995,632,,3247,7599,27517,247236,54447,174728,18061
2019,ND,North Dakota,762062,2169,24,,437,179,1529,15066,2608,10666,1792
2019,NE,Nebraska,1934408,5821,45,,1253,792,3731,39449,4745,29719,4985
2019,NH,New Hampshire,1359711,2074,33,,590,313,1138,16442,1717,13832,893
2019,NJ,New Jersey,8882190,18375,262,,1531,5730,10852,118637,16399,91902,10336
2019,NM,New Mexico,2096829,17450,181,,1288,2341,13640,65269,14610,41702,8957
2019,NV,Nevada,3080156,15210,143,,2161,3286,9620,71525,15510,44755,11260
2019,NY,New York,19453561,69764,558,,6583,18068,44555,267155,27600,226851,12704
2019,OH,Ohio,11689100,34269,538,,5731,8846,19154,240291,43894,177725,18672
2019,OK,Oklahoma,3956971,17086,266,,2268,2369,12183,112587,26577,72632,13378
2019,OR,Oregon,4217737,11995,116,,1778,2276,7825,115170,14724,85261,15185
2019,PA,Pennsylvania,12801989,39228,669,,4351,9743,24465,179665,23354,143921,12390
2019,RI,Rhode Island,1059361,2342,25,,491,418,1408,16259,2321,12580,1358
2019,SC,South Carolina,5148714,26323,464,,2460,3294,20105,151389,27461,108953,14975
2019,SD,South Dakota,884659,3530,17,,642,195,2676,15667,2646,11265,1756
2019,TN,Tennessee,6829174,40647,498,,2813,6150,31186,181153,29869,132104,19180
2019,TX,Texas,28995881,121474,1409,,14824,28988,76253,693204,113902,501813,77489
2019,UT,Utah,3205958,7553,72,,1822,1125,4534,69546,8871,53937,6738
2019,VA,Virginia,8535519,17753,426,,2816,3524,10987,140213,13900,116044,10269
2019,VT,Vermont,623989,1262,11,,278,71,902,8888,1275,7315,298
2019,WA,Washington,7614893,22377,198,,3332,5147,13700,204224,34540,145282,24402
2019,WI,Wisconsin,5822434,17070,175,,2261,2991,11643,85672,12667,65620,7385
2019,WV,West Virginia,1792147,5674,78,,754,378,4464,28376,5891,20066,2419
2019,WY,Wyoming,578759,1258,13,,324,67,854,9093,1396,6984,713
2019,,,328239523,1245410,16425,,139815,267988,821182,6925677,1117696,5086096,721885
